entry_time,exit_time,spread_side,long_symbol,short_symbol,entry_z,exit_z,pnl,holding_bars,holding_hours,exit_reason
2026-02-25 10:05:00+00:00,2026-02-25 11:20:00+00:00,LONG_SPREAD,ATOMUSDT,DOTUSDT,-3.4248,-8.2673,-78.3281,15,1.25,stop
2026-02-28 14:20:00+00:00,2026-02-28 17:45:00+00:00,SHORT_SPREAD,DOTUSDT,ATOMUSDT,2.8888,0.1255,34.7918,41,3.42,signal
2026-03-01 02:20:00+00:00,2026-03-01 08:20:00+00:00,SHORT_SPREAD,DOTUSDT,ATOMUSDT,2.2801,-0.9685,18.7012,72,6.0,timeout
2026-03-01 09:05:00+00:00,2026-03-01 09:30:00+00:00,SHORT_SPREAD,DOTUSDT,ATOMUSDT,2.5309,-0.035,28.0931,5,0.42,signal
2026-03-01 11:05:00+00:00,2026-03-01 17:05:00+00:00,SHORT_SPREAD,DOTUSDT,ATOMUSDT,2.7391,1.4771,16.4473,72,6.0,timeout
2026-03-01 20:20:00+00:00,2026-03-01 22:10:00+00:00,LONG_SPREAD,ATOMUSDT,DOTUSDT,-2.006,-0.4449,12.7487,22,1.83,signal
2026-03-02 16:20:00+00:00,2026-03-02 18:25:00+00:00,SHORT_SPREAD,DOTUSDT,ATOMUSDT,2.0991,0.5723,10.0841,25,2.08,signal
2026-03-03 14:45:00+00:00,2026-03-03 16:00:00+00:00,LONG_SPREAD,ATOMUSDT,DOTUSDT,-3.3758,-0.1844,33.3554,15,1.25,signal
2026-03-03 17:25:00+00:00,2026-03-03 18:30:00+00:00,LONG_SPREAD,ATOMUSDT,DOTUSDT,-2.5662,0.5974,33.4739,13,1.08,signal
2026-03-03 21:05:00+00:00,2026-03-04 03:05:00+00:00,LONG_SPREAD,ATOMUSDT,DOTUSDT,-2.5538,-0.8065,8.112,72,6.0,timeout
2026-03-04 08:20:00+00:00,2026-03-04 12:40:00+00:00,SHORT_SPREAD,DOTUSDT,ATOMUSDT,3.2599,-0.6217,25.331,52,4.33,signal
2026-03-04 13:00:00+00:00,2026-03-04 14:00:00+00:00,SHORT_SPREAD,DOTUSDT,ATOMUSDT,3.1625,-0.7346,42.8942,12,1.0,signal
2026-03-04 15:50:00+00:00,2026-03-04 18:30:00+00:00,SHORT_SPREAD,DOTUSDT,ATOMUSDT,2.9859,-0.454,33.5618,32,2.67,signal
2026-03-04 22:20:00+00:00,2026-03-05 01:40:00+00:00,SHORT_SPREAD,DOTUSDT,ATOMUSDT,3.1625,0.6219,21.487,40,3.33,signal
2026-03-05 06:10:00+00:00,2026-03-05 09:50:00+00:00,SHORT_SPREAD,DOTUSDT,ATOMUSDT,2.3427,0.7443,5.4086,44,3.67,signal
2026-03-05 14:00:00+00:00,2026-03-05 14:10:00+00:00,LONG_SPREAD,ATOMUSDT,DOTUSDT,-2.2429,0.5456,33.5607,2,0.17,signal
2026-03-05 16:10:00+00:00,2026-03-05 22:10:00+00:00,LONG_SPREAD,ATOMUSDT,DOTUSDT,-3.0189,-0.9514,0.4378,72,6.0,timeout
2026-03-06 11:45:00+00:00,2026-03-06 14:00:00+00:00,LONG_SPREAD,ATOMUSDT,DOTUSDT,-2.3013,0.1181,23.7759,27,2.25,signal
2026-03-06 16:45:00+00:00,2026-03-06 20:15:00+00:00,LONG_SPREAD,ATOMUSDT,DOTUSDT,-4.1687,-0.6405,26.942,42,3.5,signal
2026-03-07 18:05:00+00:00,2026-03-07 18:30:00+00:00,LONG_SPREAD,ATOMUSDT,DOTUSDT,-3.3972,-0.4767,34.2671,5,0.42,signal
2026-03-07 20:05:00+00:00,2026-03-07 20:35:00+00:00,LONG_SPREAD,ATOMUSDT,DOTUSDT,-3.6907,0.1662,45.7144,6,0.5,signal
2026-03-07 22:10:00+00:00,2026-03-08 00:20:00+00:00,SHORT_SPREAD,DOTUSDT,ATOMUSDT,2.0806,0.1166,11.289,26,2.17,signal
2026-03-08 02:35:00+00:00,2026-03-08 08:35:00+00:00,LONG_SPREAD,ATOMUSDT,DOTUSDT,-2.3428,-0.8674,-11.2415,72,6.0,timeout
2026-03-08 12:30:00+00:00,2026-03-08 12:55:00+00:00,LONG_SPREAD,ATOMUSDT,DOTUSDT,-2.2478,-0.725,15.7657,5,0.42,signal
2026-03-08 14:15:00+00:00,2026-03-08 14:25:00+00:00,LONG_SPREAD,ATOMUSDT,DOTUSDT,-2.0315,-0.0188,22.7174,2,0.17,signal
2026-03-08 14:40:00+00:00,2026-03-08 15:50:00+00:00,LONG_SPREAD,ATOMUSDT,DOTUSDT,-2.7808,0.5519,33.6194,14,1.17,signal
2026-03-09 07:15:00+00:00,2026-03-09 13:15:00+00:00,LONG_SPREAD,ATOMUSDT,DOTUSDT,-2.4353,0.9275,42.6749,72,6.0,timeout
2026-03-09 15:20:00+00:00,2026-03-09 15:25:00+00:00,SHORT_SPREAD,DOTUSDT,ATOMUSDT,2.0692,-0.1118,26.3759,1,0.08,signal
2026-03-09 15:35:00+00:00,2026-03-09 15:45:00+00:00,LONG_SPREAD,ATOMUSDT,DOTUSDT,-3.1113,0.1154,39.234,2,0.17,signal
2026-03-09 17:50:00+00:00,2026-03-09 18:15:00+00:00,LONG_SPREAD,ATOMUSDT,DOTUSDT,-2.4423,-2.3648,-9.2242,5,0.42,signal
2026-03-10 13:00:00+00:00,2026-03-10 18:50:00+00:00,SHORT_SPREAD,DOTUSDT,ATOMUSDT,3.2324,0.7447,-3.062,70,5.83,signal
2026-03-13 11:15:00+00:00,2026-03-13 17:00:00+00:00,LONG_SPREAD,ATOMUSDT,DOTUSDT,-2.1344,-0.257,38.2389,69,5.75,signal
2026-03-14 02:20:00+00:00,2026-03-14 02:30:00+00:00,LONG_SPREAD,ATOMUSDT,DOTUSDT,-2.2,0.7347,36.9898,2,0.17,signal
2026-03-14 09:40:00+00:00,2026-03-14 11:05:00+00:00,LONG_SPREAD,ATOMUSDT,DOTUSDT,-2.373,0.0148,25.6692,17,1.42,signal
2026-03-14 11:40:00+00:00,2026-03-14 17:40:00+00:00,LONG_SPREAD,ATOMUSDT,DOTUSDT,-2.0957,1.4147,38.2358,72,6.0,timeout
2026-03-16 06:25:00+00:00,2026-03-16 07:40:00+00:00,SHORT_SPREAD,DOTUSDT,ATOMUSDT,2.2365,-0.7454,32.8705,15,1.25,signal
2026-03-16 08:05:00+00:00,2026-03-16 09:20:00+00:00,SHORT_SPREAD,DOTUSDT,ATOMUSDT,2.6516,-0.0909,18.9476,15,1.25,signal
2026-03-16 18:20:00+00:00,2026-03-16 18:30:00+00:00,SHORT_SPREAD,DOTUSDT,ATOMUSDT,2.2251,0.7153,16.5573,2,0.17,signal
2026-03-16 18:40:00+00:00,2026-03-16 20:15:00+00:00,SHORT_SPREAD,DOTUSDT,ATOMUSDT,2.7634,0.6166,11.7898,19,1.58,signal
